artist,styles,movement,styles_extended,pictures_count,birth_place,birth_year,death_year,death_place,gender,citizenship,occupations,locations,locations_with_years
Carla Accardi,Art Informel,Art Informel,{Art Informel:19},19,Trapani,1924.0,2014.0,Rome,female,Italy,"painter, sculptor","['Rome', 'Paris']","['Rome:1947-1947', 'Paris:1946-1947']"
Charlotte Posenenske,"Art Informel, Color Field Painting, Minimalism",Minimalism,"{Art Informel:17},{Color Field Painting:1},{Minimalism:19}",37,Wiesbaden,1930.0,1985.0,Frankfurt,female,Germany,"installation artist, drawer, sculptor, painter, architect",[],[]
Christo Coetzee,"Art Informel, Expressionism, Lyrical Abstraction, Magic Realism, Neo-Expressionism, Nouveau Réalisme, Post-Impressionism, Surrealism, Tachisme",Art Informel,"{Art Informel:1},{Expressionism:3},{Lyrical Abstraction:8},{Magic Realism:2},{Neo-Expressionism:4},{Nouveau Réalisme:5},{Post-Impressionism:2},{Surrealism:4},{Tachisme:3}",32,Johannesburg,1929.0,2000.0,Tulbagh,male,South Africa,painter,[],[]
Claude Georges,"Art Informel, Art Nouveau (Modern), Tachisme, Unknown",Abstract Art,"{Art Informel:9},{Art Nouveau (Modern):1},{Tachisme:6},{Unknown:1}",17,Fumay,1929.0,1988.0,Toulouse,male,France,"painter, politician, pensioner, anciens cadres, former worker",['Paris'],['Paris:1953-1953']
Corneille,"Art Informel, Neo-Expressionism, Surrealism",Art Informel,"{Art Informel:19},{Neo-Expressionism:18},{Surrealism:2}",39,Paris,1642.0,1708.0,Paris,male,France,painter,"['Rome', 'Paris', 'Bruges', 'Lyon']","['Rome:1659-1663', 'Paris:1663-1708', 'Lyon:1533-1575']"
Daniel Dezeuze,"Art Informel, Conceptual Art, Minimalism",Conceptual Art,"{Art Informel:2},{Conceptual Art:2},{Minimalism:16}",20,Alès,1942.0,,,male,France,"visual artist, sculptor, painter",[],[]
Eileen Agar,"Art Informel, Cubism, Post-Impressionism, Surrealism",Surrealism,"{Art Informel:8},{Cubism:1},{Post-Impressionism:2},{Surrealism:40}",51,Buenos Aires,1899.0,1991.0,London,female,United Kingdom,"photographer, painter, sculptor, collagist","['Paris', 'London']",[]
Emilio Scanavino,"Art Informel, Spatialism",Art Informel,"{Art Informel:12},{Spatialism:17}",29,Genoa,1922.0,1986.0,Milan,male,Kingdom of Italy,"ceramicist, sculptor, painter",[],[]
Endre Bartos,"Art Informel, Expressionism, Naïve Art (Primitivism)",Expressionism,"{Art Informel:11},{Expressionism:35},{Naïve Art (Primitivism):4}",50,Baja,1930.0,2006.0,Baja,male,Hungary,"painter, sculptor, medalist",[],[]
Enrico Baj,"Art Informel, Cubism, Neo-Dada, Pop Art, Surrealism",Surrealism,"{Art Informel:8},{Cubism:1},{Neo-Dada:45},{Pop Art:2},{Surrealism:8}",64,Milan,1924.0,2003.0,Vergiate,male,Kingdom of Italy,"drawer, etcher, sculptor, painter, illustrator",[],[]
Enrico Castellani,"Art Informel, Op Art, Spatialism",Spatialism,"{Art Informel:3},{Op Art:3},{Spatialism:16}",22,Castelmassa,1930.0,2017.0,Viterbo,male,Kingdom of Italy,"installation artist, printmaker, sculptor, painter, architect, linguist, philologist",[],[]
Ernst Wilhelm Nay,Art Informel,Art Informel,{Art Informel:35},35,Berlin,1902.0,1968.0,Cologne,male,Germany,"graphic designer, bookseller, painter, drawer, lithographer",['Cologne'],[]
Eugene Brands,Art Informel,Art Informel,{Art Informel:54},54,Amsterdam,1913.0,2002.0,Amsterdam,male,Kingdom of the Netherlands,"photographer, writer, poet, painter, sculptor, graphic artist, drawer",[],[]
Eugene Leroy,Art Informel,Art Informel,{Art Informel:65},65,Tourcoing,1910.0,2000.0,Wasquehal,male,France,painter,[],[]
Fausto Melotti,Art Informel,Arte Povera,{Art Informel:15},15,Rovereto,1901.0,1986.0,Milan,male,Kingdom of Italy,"ceramicist, designer, jewelry designer, graphic artist, sculptor, painter","['Paris', 'Turin', 'Milan']","['Paris:1937-1937', 'Turin:1924-1924', 'Milan:1934-1934']"
Florin Maxa,"Art Informel, Minimalism, Op Art, Pop Art, Post-Minimalism",Post-Minimalism,"{Art Informel:2},{Minimalism:1},{Op Art:2},{Pop Art:1},{Post-Minimalism:10}",16,Teiuș,1943.0,,,male,Romania,"painter, sculptor, drawer, installation artist",[],[]
Francis Bott,"Art Informel, Concretism, Surrealism",Surrealism,"{Art Informel:17},{Concretism:6},{Surrealism:7}",30,Frankfurt,1904.0,1998.0,Lugano,male,Germany,"writer, painter, theatre critic",[],[]
Francois Arnal,"Art Informel, Lyrical Abstraction",Abstract Art,"{Art Informel:28},{Lyrical Abstraction:8}",36,La Valette-du-Var,1924.0,2012.0,Le Kremlin-Bicêtre,male,France,"writer, painter, sculptor, designer, printmaker",['Paris'],['Paris:1948-1948']
Fritz Winter,Art Informel,Art Informel,{Art Informel:32},32,Bönen,1905.0,1976.0,Herrsching am Ammersee,male,Germany,"painter, university teacher",['Kassel'],[]
Gil Teixeira Lopes,"Art Informel, Expressionism",Art Informel,"{Art Informel:12},{Expressionism:4}",16,Mirandela,1936.0,2022.0,Lisbon,male,Portugal,"painter, university teacher",[],[]
Giulio Turcato,"Art Informel, Color Field Painting, Spatialism",Art Informel,"{Art Informel:30},{Color Field Painting:2},{Spatialism:5}",37,Mantua,1912.0,1995.0,Rome,male,Kingdom of Italy,"sculptor, painter",[],[]
Giuseppe Penone,"Art Informel, Environmental (Land) Art, Spatialism",Arte Povera,"{Art Informel:8},{Environmental (Land) Art:14},{Spatialism:1}",23,Garessio,1947.0,,,male,Italy,"artist, painter, sculptor, drawer, installation artist",['Turin'],[]
Giuseppe Pinot-Gallizio,"Art Informel, Conceptual Art",Art Informel,"{Art Informel:13},{Conceptual Art:1}",14,Alba,1902.0,1964.0,,male,Kingdom of Italy,"drawer, painter",[],[]
Giuseppe Santomaso,"Art Informel, Cubism, Expressionism",Art Informel,"{Art Informel:25},{Cubism:5},{Expressionism:1}",31,Venice,1907.0,1990.0,Venice,male,Kingdom of Italy,"graphic artist, painter, illustrator",[],[]
Greta Freist,"Art Informel, Magic Realism",Magic Realism,"{Art Informel:5},{Magic Realism:10}",15,Weikersdorf,1904.0,1993.0,Paris,female,Austria,"artist, painter, graphic artist",['Paris'],['Paris:1937-1937']
Helmut Sturm,Art Informel,Art Informel,{Art Informel:15},15,Furth im Wald,1932.0,2008.0,Pullach,male,Germany,"painter, university teacher, graphic artist",['Munich'],[]
Henri Michaux,"Art Informel, Expressionism, Surrealism, Tachisme",Tachisme,"{Art Informel:5},{Expressionism:4},{Surrealism:1},{Tachisme:15}",25,Namur,1899.0,1984.0,14th arrondissement of Paris,male,France,"drawer, painter, illustrator, poet, writer, photographer",[],[]
Herbert Zangs,"Art Informel, Minimalism, Nouveau Réalisme",Art Informel,"{Art Informel:1},{Minimalism:7},{Nouveau Réalisme:6}",14,Krefeld,1924.0,2003.0,Krefeld,male,Germany,"painter, performance artist, installation artist",['Krefeld'],[]
Horia Damian,"Art Informel, Minimalism, Neo-Expressionism",Art Informel,"{Art Informel:10},{Minimalism:7},{Neo-Expressionism:8}",25,Bucharest,1922.0,2012.0,Paris,male,Romania,"sculptor, painter",[],[]
Huguette Arthur Bertrand,"Art Informel, Tachisme",Abstract Art,"{Art Informel:1},{Tachisme:16}",17,Écouen,1922.0,2005.0,7th arrondissement of Paris,female,France,painter,"['Paris', 'Prague']",['Paris:1945-2005']
Ion Bitzan,"Art Informel, Cartographic Art, Conceptual Art",Conceptual Art,"{Art Informel:7},{Cartographic Art:3},{Conceptual Art:23}",33,Limanu,1924.0,1997.0,,male,Romania,"painter, sculptor, graphic artist, drawer, installation artist",[],[]
Ion Nicodim,Art Informel,Art Informel,{Art Informel:8},8,Constanța,1932.0,2007.0,Paris,male,Romania,"painter, sculptor",[],[]
Ivan Serpa,"Art Informel, Concretism, Neo-Concretism, Op Art",Neo-Concretism,"{Art Informel:14},{Concretism:19},{Neo-Concretism:11},{Op Art:6}",50,Tijuca,1923.0,1973.0,Rio de Janeiro,male,Brazil,"drawer, printmaker, designer, painter, teacher",[],[]
Jacques Busse,Art Informel,Art Informel,{Art Informel:9},9,Vincennes,1922.0,2004.0,Paris,male,France,"teacher, artist, painter, art historian",[],[]
Jaroslav Serpan,"Art Informel, Nouveau Réalisme, Surrealism",Surrealism,"{Art Informel:13},{Nouveau Réalisme:4},{Surrealism:5}",22,Karlštejn,1922.0,1976.0,Ariège,male,France,"writer, poet, mathematician, painter, sculptor",['Paris'],[]
Jean Degottex,"Art Informel, Lyrical Abstraction, Minimalism, Unknown",Art Informel,"{Art Informel:3},{Lyrical Abstraction:22},{Minimalism:32},{Unknown:1}",58,Sathonay-Camp,1918.0,1988.0,15th arrondissement of Paris,male,France,painter,[],[]
Jean Le Moal,Art Informel,Art Informel,{Art Informel:17},17,France,1909.0,2007.0,Chilly-Mazarin,male,France,"printmaker, textile artist, sculptor, painter",[],[]
Jean Messagier,"Art Informel, Lyrical Abstraction",Art Informel,"{Art Informel:6},{Lyrical Abstraction:28}",34,17th arrondissement of Paris,1920.0,1999.0,Montbéliard,male,France,"graphic artist, sculptor, painter, poet",[],[]
Jean Miotte,Art Informel,Art Informel,{Art Informel:19},19,10th arrondissement of Paris,1926.0,2016.0,Hyères,male,France,"painter, illustrator",[],[]
Jean Rene Bazaine,"Art Informel, Expressionism, Lyrical Abstraction",Art Informel,"{Art Informel:26},{Expressionism:2},{Lyrical Abstraction:3}",31,17th arrondissement of Paris,1904.0,2001.0,Clamart,male,France,"writer, painter, stained-glass artist, drawer, lithographer",[],[]
Jean-Michel Atlan,Art Informel,Art Informel,{Art Informel:18},18,Constantine,1913.0,1960.0,Paris,male,France,"poet, painter, drawer",['Paris'],['Paris:1945-1960']
Jiro Yoshihara,"Art Informel, Conceptual Art, Minimalism, Tachisme, Zen",Art Informel,"{Art Informel:4},{Conceptual Art:1},{Minimalism:10},{Tachisme:3},{Zen:2}",20,Osaka,1905.0,1972.0,Japan,male,Japan,painter,[],[]
Joan Hernandez Pijuan,"Art Informel, Conceptual Art, Minimalism",Minimalism,"{Art Informel:30},{Conceptual Art:2},{Minimalism:8}",40,Barcelona,1931.0,2005.0,Barcelona,male,Spain,"painter, university teacher, graphic artist, printmaker",[],[]
Joan Ponc,"Art Informel, Expressionism, Surrealism",Surrealism,"{Art Informel:5},{Expressionism:4},{Surrealism:58}",67,Barcelona,1927.0,1984.0,Saint-Paul-de-Vence,male,Spain,"painter, drawer",[],[]
Julius Bissier,"Art Informel, Expressionism, Metaphysical art, Post-Impressionism, Verism",Art Informel,"{Art Informel:18},{Expressionism:2},{Metaphysical art:2},{Post-Impressionism:4},{Verism:4}",30,Freiburg im Breisgau,1893.0,1965.0,Ascona,male,Germany,"printmaker, painter",[],[]
Karel Appel,"Art Informel, Tachisme, Unknown",Art Informel,"{Art Informel:19},{Tachisme:5},{Unknown:18}",42,Amsterdam,1921.0,2006.0,Zürich,male,Kingdom of the Netherlands,"poet, illustrator, painter, sculptor, muralist, ceramicist, printmaker, drawer","['Denmark', 'Amsterdam', 'Paris']",[]
Karl Otto Gotz,Art Informel,Abstract Art,{Art Informel:14},14,Aachen,1914.0,2017.0,Niederbreitbach,male,Germany,"photographer, painter, university teacher, graphic artist","['Aachen', 'Düsseldorf']",[]
Kim Tschang-yeul,Art Informel,Korean Informel,{Art Informel:15},15,Maengsan County,1929.0,2021.0,Seoul,male,South Korea,painter,[],[]
Leo Leuppi,"Art Informel, Concretism, Cubism, Expressionism",Cubism,"{Art Informel:5},{Concretism:20},{Cubism:8},{Expressionism:1}",34,Zürich,1893.0,1972.0,Zürich,male,Switzerland,"sculptor, painter",[],[]
Lilia Carrillo,Art Informel,Art Informel,{Art Informel:13},13,Mexico City,1930.0,1974.0,Mexico City,female,Mexico,painter,[],[]
Luciano Bartolini,"Art Informel, Minimalism, Spatialism",Contemporary,"{Art Informel:41},{Minimalism:2},{Spatialism:2}",45,,,1994.0,,male,,"painter, installation artist","['Milan', 'Florence']",[]
Luigi Guardigli,Art Informel,Art Informel,{Art Informel:23},23,Lugo,1923.0,2008.0,15th arrondissement of Paris,male,Kingdom of Italy,"painter, mosaicist",[],[]
Luis Feito,"Art Informel, Lyrical Abstraction",Art Informel,"{Art Informel:37},{Lyrical Abstraction:7}",44,Madrid,1929.0,2021.0,Madrid,male,Spain,painter,['France'],['France:1954-1954']
Manuel Rivera,Art Informel,Art Informel,{Art Informel:22},22,Granada,1927.0,1995.0,Madrid,male,Spain,"sculptor, painter",[],[]
Marcelle Loubchansky,Art Informel,Art Informel,{Art Informel:17},17,11th arrondissement of Paris,1912.0,1988.0,7th arrondissement of Paris,female,France,painter,[],[]
Mario Ballocco,"Art Informel, Concretism, Op Art",Op Art,"{Art Informel:11},{Concretism:11},{Op Art:9}",31,Milan,1913.0,2008.0,Milan,male,Italy,painter,[],[]
Mario Prassinos,"Art Informel, Automatic Painting, Cubism, Surrealism",Surrealism,"{Art Informel:22},{Automatic Painting:2},{Cubism:5},{Surrealism:8}",37,Constantinople,1916.0,1985.0,Paris,male,France,"illustrator, painter, sculptor, graphic artist, textile artist, printmaker, drawer",['France'],['France:1922-1922']
Mario Schifano,"Art Informel, Nouveau Réalisme, Pop Art",Pop Art,"{Art Informel:30},{Nouveau Réalisme:5},{Pop Art:16}",51,al-Khums,1934.0,1998.0,Rome,male,Italy,"illustrator, painter, film director, collagist","['Rome', 'New York City']",[]
Matsutani,"Art Informel, Color Field Painting, Minimalism",Art Informel,"{Art Informel:17},{Color Field Painting:4},{Minimalism:6}",27,,,,,,,,[],[]
Maurice Esteve,"Art Informel, Fauvism",Art Informel,"{Art Informel:64},{Fauvism:1}",65,Culan,1904.0,2001.0,Culan,male,France,"engraver, painter, graphic artist, drawer","['Paris', 'Barcelona']","['Paris:1918-1980', 'Barcelona:1923-1924']"
Modest Cuixart,"Art Informel, Surrealism",Art Informel,"{Art Informel:48},{Surrealism:2}",50,Barcelona,1925.0,2007.0,Palamós,male,Spain,painter,[],[]
Monique Orsini,"Art Informel, Lyrical Abstraction, Tachisme",Art Informel,"{Art Informel:2},{Lyrical Abstraction:33},{Tachisme:1}",36,Quercitello,1937.0,,,female,France,painter,[],[]
Natalia Dumitresco,Art Informel,Art Informel,{Art Informel:15},15,Bucharest,1915.0,1997.0,Chars,female,France,painter,['France'],['France:1947-1967']
Nicolas de Staël,"Art Informel, Lyrical Abstraction",Art Informel,"{Art Informel:30},{Lyrical Abstraction:17}",47,Saint Petersburg,1914.0,1955.0,Antibes,male,France,"painter, printmaker","['Netherlands', 'France', 'City of Brussels']","['Netherlands:1949-1949,1933-1933', 'France:1935-1935']"
Olivier Debre,"Art Informel, Color Field Painting, Lyrical Abstraction",Art Informel,"{Art Informel:8},{Color Field Painting:2},{Lyrical Abstraction:39}",49,Paris,1920.0,1999.0,Paris,male,France,"writer, painter, university teacher, French Resistance fighter","['Amsterdam', 'Netherlands']","['Amsterdam:1950-1960', 'Netherlands:1950-1960']"
Omer Uluc,Art Informel,Contemporary,{Art Informel:20},20,,,,,,,,,
Ozdemir Atlan,"Art Informel, Neo-Expressionism, Nouveau Réalisme",Contemporary,"{Art Informel:10},{Neo-Expressionism:2},{Nouveau Réalisme:3}",15,Giresun,1931.0,,,male,,painter,[],[]
Paolo Scheggi,"Art Informel, Spatialism",Spatialism,"{Art Informel:10},{Spatialism:17}",27,Florence,1940.0,1971.0,Rome,male,Italy,painter,[],[]
Paritosh Sen,"Art Informel, Cubism, Expressionism",Modernism,"{Art Informel:2},{Cubism:2},{Expressionism:22}",26,Dhaka,1918.0,2008.0,Kolkata,male,Dominion of India,"painter, writer",[],[]
Patrick Heron,"Art Informel, Color Field Painting, Expressionism, Post-Painterly Abstraction",Art Informel,"{Art Informel:5},{Color Field Painting:4},{Expressionism:2},{Post-Painterly Abstraction:18}",29,Headingley,1920.0,1803.0,,male,Kingdom of Great Britain,"politician, banker",['London'],[]
Piero Manzoni,"Art Informel, Conceptual Art, Minimalism, Spatialism",Arte Povera,"{Art Informel:1},{Conceptual Art:5},{Minimalism:4},{Spatialism:12}",22,Soncino,1933.0,1963.0,Milan,male,Italy,"photographer, artist, painter, sculptor, drawer, conceptual artist","['Paris', 'Milan']",[]
Pierre Tal-Coat,"Art Informel, Cubism, Expressionism, Lyrical Abstraction",Art Informel,"{Art Informel:24},{Cubism:3},{Expressionism:5},{Lyrical Abstraction:20}",52,Clohars-Carnoët,1905.0,1985.0,Saint-Pierre-de-Bailleul,male,France,"drawer, printmaker, painter, illustrator",[],[]
Rene Duvillier,"Art Informel, Lyrical Abstraction",Art Informel,"{Art Informel:8},{Lyrical Abstraction:33}",41,Oyonnax,1919.0,2002.0,14th arrondissement of Paris,male,France,painter,[],[]
Roger Bissière,"Art Informel, Cubism, Lyrical Abstraction, Post-Impressionism",Tachisme,"{Art Informel:25},{Cubism:4},{Lyrical Abstraction:6},{Post-Impressionism:6}",41,Villeréal,1886.0,1964.0,Marminiac,male,France,"drawer, painter, photographer",[],[]
Romul Nutiu,"Art Informel, Conceptual Art, Tachisme",Abstract Art,"{Art Informel:8},{Conceptual Art:10},{Tachisme:56}",74,,,,,,,,,
Rune Jansson,Art Informel,Art Informel,{Art Informel:19},19,Skinnskatteberg,1932.0,2018.0,Uddevalla,male,Sweden,"amateur wrestler, actor, painter, writer",[],[]
Sadamasa Motonaga,Art Informel,Art Informel,{Art Informel:28},28,Ueno,1922.0,2011.0,Takarazuka,male,Japan,"printmaker, painter",[],[]
Samuel Buri,"Art Informel, Lyrical Abstraction, Neo-Expressionism, Pop Art",Pop Art,"{Art Informel:6},{Lyrical Abstraction:3},{Neo-Expressionism:8},{Pop Art:14}",31,Täuffelen,1935.0,,,male,Switzerland,"artist, painter, merchant, council member",['Basel'],[]
Se-Ok Suh,Art Informel,Korean Informel,{Art Informel:16},16,,,,,,,,,
Sergio Mario Illuminato,"Art Informel, Spatialism, Unknown",Art Informel,"{Art Informel:26},{Spatialism:4},{Unknown:1}",31,,,,,,,,,
Shozo Shimamoto,"Art Informel, Tachisme",Abstract Art,"{Art Informel:4},{Tachisme:14}",18,,,,,,,,[],[]
Simon Hantai,"Art Informel, Surrealism, Tachisme, Unknown",Abstract Art,"{Art Informel:6},{Surrealism:2},{Tachisme:20},{Unknown:1}",29,Bia,1922.0,2008.0,14th arrondissement of Paris,male,Hungary,painter,"['Italy', 'Budapest', 'France']","['Italy:1945-1948', 'France:1949-1949']"
Tano Festa,"Art Informel, Expressionism, Pop Art",Pop Art,"{Art Informel:10},{Expressionism:3},{Pop Art:29}",42,Rome,1938.0,1988.0,Rome,male,Italy,"photographer, painter, graphic artist",[],[]
Theo Gerber,"Art Informel, Surrealism",Surrealism,"{Art Informel:5},{Surrealism:19}",24,Thun,1928.0,1997.0,,male,Switzerland,"painter, sculptor","['Rome', 'Paris', 'Basel', 'France']",[]
Wols,"Art Informel, Lyrical Abstraction, Surrealism, Tachisme, Unknown",Surrealism,"{Art Informel:19},{Lyrical Abstraction:2},{Surrealism:22},{Tachisme:10},{Unknown:1}",54,Berlin,1913.0,1951.0,Champigny-sur-Marne,male,Germans,"photographer, pornographic actor, graphic designer, illustrator, painter","['Barcelona', 'Paris']",[]
Zao Wou-Ki,"Art Informel, Lyrical Abstraction",Art Informel,"{Art Informel:20},{Lyrical Abstraction:18}",38,Beijing,1920.0,2013.0,Nyon,male,Republic of China,"lithographer, drawer, postage stamp designer, painter, artist",[],[]
A.Y. Jackson,"Art Nouveau (Modern), Post-Impressionism, Symbolism",Art Nouveau,"{Art Nouveau (Modern):18},{Post-Impressionism:9},{Symbolism:4}",31,Montreal,1882.0,1974.0,Kleinburg,male,Canada,painter,[],[]
Akseli Gallen-Kallela,"Art Nouveau (Modern), Expressionism, Impressionism, Romanticism, Symbolism, Unknown",Romanticism,"{Art Nouveau (Modern):4},{Expressionism:6},{Impressionism:2},{Romanticism:14},{Symbolism:11},{Unknown:4}",41,Pori,1865.0,1931.0,Stockholm,male,Finland,"printmaker, designer, graphic artist, painter, illustrator, architect",[],[]
Aladar Korosfoi-Kriesch,"Art Nouveau (Modern), Expressionism, Unknown",Art Nouveau,"{Art Nouveau (Modern):14},{Expressionism:3},{Unknown:1}",18,Buda,1863.0,1920.0,Budakeszi,male,Hungary,"painter, sculptor",['Hungary'],[]
