style,artist,movement,count
Cubism,Lajos Tihanyi,Post-Impressionism,8
Cubism,Lasar Segall,Expressionism,1
Cubism,Le Corbusier,Cubism,67
Cubism,Leo Leuppi,Cubism,8
Cubism,Leopold Survage,Cubism,15
Cubism,Lin Fengmian,Republic of China (1912–1949),1
Cubism,Lois Mailou Jones,Harlem Renaissance (New Negro Movement),1
Cubism,Louis Marcoussis,Cubism,52
Cubism,Louis Schanker,Cubism,10
Cubism,Lyonel Feininger,Expressionism,28
Cubism,Lyubov Popova,Cubism,15
Cubism,M. H. Maxy,Cubism,27
Cubism,M.C. Escher,Surrealism,5
Cubism,M.F. Husain,Cubism,21
Cubism,Mahmoud Saiid,Expressionism,1
Cubism,Man Ray,Dada,13
Cubism,Marcel Duchamp,Dada,6
Cubism,Marcel Janco,Dada,9
Cubism,Marevna (Marie Vorobieff),Cubism,36
Cubism,Margit Selska,Post-Impressionism,3
Cubism,Maria Blanchard,Cubism,54
Cubism,Mario Comensoli,Social Realism,2
Cubism,Mario Prassinos,Surrealism,5
Cubism,Mario Sironi,Futurism,8
Cubism,Marsden Hartley,Abstract Art,4
Cubism,Maruja Mallo,Magic Realism,2
Cubism,Maurice de Vlaminck,Post-Impressionism,6
Cubism,Max Beckmann,Expressionism,1
Cubism,Max Ernst,Dada,4
Cubism,Max Jacob,Expressionism,2
Cubism,Max Oppenheimer,Expressionism,1
Cubism,Max Weber,Expressionism,12
Cubism,Mikhail Larionov,Avant-garde,5
Cubism,Milton Avery,Post-Impressionism,2
Cubism,Mommie Schwarz,Expressionism,1
Cubism,Morton Schamberg,Dada,4
Cubism,Natalia Goncharova,Avant-garde,5
Cubism,Nathan Altman,Cubism,1
Cubism,Nikolai Kulbin,Avant-garde,2
Cubism,Nikos Hadjikyriakos-Ghikas,Cubism,32
Cubism,Nina Tokhtaman Valetova,Magic Realism,1
Cubism,Nuri Iyem,Social Realism,1
Cubism,Nzante Spee,Cubism,7
Cubism,O. Louis Guglielmi,Social Realism,3
Cubism,Oleg Holosiy,Neo-Expressionism,5
Cubism,Olexandr Archipenko,Cubism,45
Cubism,Olga Rozanova,Suprematism,23
Cubism,Oscar Dominguez,Surrealism,8
Cubism,Oskar Schlemmer,Constructivism,2
Cubism,Ossip Zadkine,Expressionism,5
Cubism,Pablo Picasso,Post-Impressionism,148
Cubism,Paritosh Sen,Modernism,2
Cubism,Patrick Henry Bruce,Cubism,13
Cubism,Paul Ackerman,Cubism,3
Cubism,Paul Cezanne,Post-Impressionism,52
Cubism,Paul Klee,Expressionism,26
Cubism,Paul Nash,Abstract Art,31
Cubism,Petros Malayan,Expressionism,1
Cubism,Pierre Tal-Coat,Art Informel,3
Cubism,Piet Mondrian,Neo-Impressionism,3
Cubism,Pyotr Konchalovsky,Post-Impressionism,63
Cubism,Rafael Zabaleta,Expressionism,9
Cubism,Raoul Dufy,Post-Impressionism,17
Cubism,Rene Magritte,Surrealism,12
Cubism,Robert Falk,Art Nouveau,4
Cubism,Roger Bissière,Tachisme,4
Cubism,Roger de La Fresnaye,Cubism,21
Cubism,Roman Selsky,Impressionism,5
Cubism,Romare Bearden,Harlem Renaissance (New Negro Movement),3
Cubism,Roy Lichtenstein,Pop Art,9
Cubism,Rufino Tamayo,Expressionism,3
Cubism,Russ Warren,Neo-Expressionism,6
Cubism,Sa Nogueira,Modernismo,1
Cubism,Sallinen Tyko,Expressionism,1
Cubism,Salvador Dali,Surrealism,22
Cubism,Sandor Bortnyik,Constructivism,6
Cubism,Saul Steinberg,Outsider art (Art brut),3
Cubism,Serge Charchoune,Abstract Art,5
Cubism,Stanley Pinker,Cubism,6
Cubism,Stuart Davis,Cubism,9
Cubism,Tamara de Lempicka,Art Deco,7
Cubism,Tarsila do Amaral,Modernismo,5
Cubism,Theo van Doesburg,Abstract Art,18
Cubism,Thomas Hart Benton,Synchromism,1
Cubism,Tove Jansson,Modernism,2
Cubism,Umberto Boccioni,Futurism,11
Cubism,Vadym Meller,Expressionism,9
Cubism,Vajda Lajos,Surrealism,3
Cubism,Valerii Lamakh,Socialist Realism,16
Cubism,Vasile Dobrian,Social Realism,4
Cubism,Vasyl Sedlyar,Expressionism,2
Cubism,Vasyl Yermylov,Avant-garde,2
Cubism,Vicente Manansala,Cubism,22
Cubism,Victor Brauner,Expressionism,3
Cubism,Victor Servranckx,Cubism,4
Cubism,Victor Zaretsky,Socialist Realism,1
Cubism,Vilhelm Lundstrom,Cubism,10
Cubism,Vladimir Tatlin,Abstract Art,6
Cubism,Volodymyr Loboda,Soviet Nonconformist Art,2
Cubism,Vytautas Kairiukstis,Cubism,14
Cubism,Wifredo Lam,Surrealism,6
Cubism,Willi Baumeister,Abstract Art,12
Cubism,William Balthazar Rose,Metaphysical art,6
Cubism,William H. Johnson,Harlem Renaissance (New Negro Movement),1
Cubism,Wladyslaw Strzeminski,Abstract Art,1
Cubism,Wojciech Fangor,Socialist Realism,2
Cubism,Wyndham Lewis,Vorticism,6
Cubism,Yasuo Kuniyoshi,Expressionism,1
Cubism,Yiannis Moralis,Expressionism,9
Cubism,Yiannis Tsaroychis,Realism,6
Cubo-Expressionism,Cricorps,Impressionism,3
Cubo-Expressionism,Eduardo Paolozzi,Pop Art,1
Cubo-Expressionism,Eleonora Brigalda Barbas,Contemporary,2
Cubo-Expressionism,George Pemba,Social Realism,1
Cubo-Expressionism,Gosta Adrian-Nilsson,Cubism,1
Cubo-Expressionism,Iosif Iser,Expressionism,2
Cubo-Expressionism,M.F. Husain,Cubism,4
Cubo-Expressionism,Marcel Janco,Dada,3
Cubo-Expressionism,Renato Guttuso,Expressionism,1
Cubo-Expressionism,Sa Nogueira,Modernismo,2
Cubo-Expressionism,Thiago Boecan,Abstract Art,1
Cubo-Futurism,Aleksandra Ekster,Suprematism,33
Cubo-Futurism,Alexander Rodchenko,Avant-garde,2
Cubo-Futurism,Aristarkh Lentulov,Avant-garde,17
Cubo-Futurism,David Burliuk,Avant-garde,26
Cubo-Futurism,El Lissitzky,Abstract Art,2
Cubo-Futurism,Eleonora Brigalda Barbas,Contemporary,1
Cubo-Futurism,Félix Del Marle,Abstract Art,1
Cubo-Futurism,Gosta Adrian-Nilsson,Cubism,6
Cubo-Futurism,Jean Metzinger,Cubism,2
Cubo-Futurism,Jury Annenkov,Cubism,6
Cubo-Futurism,Kazimir Malevich,Abstract Art,32
Cubo-Futurism,Lasar Segall,Expressionism,1
Cubo-Futurism,Lyubov Popova,Cubism,25
Cubo-Futurism,Natalia Goncharova,Avant-garde,10
Cubo-Futurism,Oleksandr Bogomazov,Avant-garde,26
Cubo-Futurism,Olga Rozanova,Suprematism,9
Cubo-Futurism,Vadym Meller,Expressionism,1
Cubo-Futurism,Vasyl Yermylov,Avant-garde,4
Cyber Art,Gretchen Andrew,CyberArt,11
Cyber Art,Sonya Rapoport,CyberArt,9
Cyber Art,Vladimir Bonacic,CyberArt,12
Dada,Alice Bailly,Post-Impressionism,1
Dada,Amadeo de Souza-Cardoso,Expressionism,4
Dada,Arthur Dove,Abstract Art,3
Dada,Carl Buchheister,Dada,1
Dada,Carlo Carra,Futurism,1
Dada,Christian Schad,Dada,4
Dada,Constantin Brâncuși,Expressionism,4
Dada,Corneliu Michailescu,Cubism,1
Dada,Elsa von Freytag-Loringhoven,Dada,9
Dada,Enrico Prampolini,Futurism,4
Dada,Francis Picabia,Abstract Art,14
Dada,George Grosz,Dada,2
Dada,Georges Hugnet,Dada,2
Dada,Georges Ribemont-Dessaignes,Dada,6
Dada,Gosta Adrian-Nilsson,Cubism,2
Dada,Hannah Hoch,Dada,13
Dada,Hans Richter,Dada,14
Dada,Jean Arp,Abstract Art,20
Dada,Joan Miro,Surrealism,1
Dada,John Heartfield,Dada,40
Dada,Julius Evola,Futurism,10
Dada,Jury Annenkov,Cubism,2
Dada,Kurt Schwitters,Dada,38
Dada,Lajos Kassak,Constructivism,4
Dada,Laszlo Moholy-Nagy,Constructivism,32
Dada,Leonid Sejka,Surrealism,7
Dada,Leonid Šejka,Surrealism,2
Dada,Man Ray,Dada,47
Dada,Marcel Duchamp,Dada,17
Dada,Marcel Janco,Dada,8
Dada,Max Ernst,Dada,24
Dada,Morton Schamberg,Dada,1
Dada,Paul Nash,Abstract Art,1
Dada,Sonia Delaunay,Avant-garde,3
Dada,Sophie Taeuber-Arp,Dada,8
Dada,Stanley Pinker,Cubism,5
Dada,Suzanne Duchamp,Dada,8
Dada,Theo van Doesburg,Abstract Art,7
Dada,Toyen,Surrealism,4
Dada,Victor Brauner,Expressionism,2
Digital Art,Anthony Sims,Contemporary,1
Digital Art,Babak-Matveev,Neo-Pop Art,5
Digital Art,Beeple,Digital Art,32
Digital Art,Gretchen Andrew,CyberArt,7
Digital Art,Kristoffer Zetterstrand,Digital Art,17
Digital Art,Saul Zanolari,Kitsch,18
Digital Art,Simon Stalenhag,Digital Art,77
Digital Art,Stepan Ryabchenko,New media art,4
Divisionism,Andre Derain,Post-Impressionism,2
Divisionism,C. R. W. Nevinson,Cubism,3
Divisionism,Carlo Carra,Futurism,2
Divisionism,Charles Sprague Pearce,Academic Art,1
Divisionism,Cuno Amiet,Symbolism,6
Divisionism,Francis Picabia,Abstract Art,3
Divisionism,Francisc Sirato,Post-Impressionism,2
Divisionism,Frederick Carl Frieseke,Impressionism,1
Divisionism,Georges Lemmen,Neo-Impressionism,1
Divisionism,Giacomo Balla,Futurism,1
Divisionism,Gino Severini,Cubism,1
Divisionism,Giovanni Segantini,Symbolism,19
Divisionism,Granville Redmond,Impressionism,2
Divisionism,Gustave de Smet,Expressionism,1
Divisionism,Harry Phelan Gibb,Post-Impressionism,1
Divisionism,Henri Martin,Post-Impressionism,247
Divisionism,Henri Matisse,Impressionism,1
Divisionism,Louis Hayet,Neo-Impressionism,1
Divisionism,Mario Sironi,Futurism,4
Divisionism,Nikolai Kulbin,Avant-garde,1
Divisionism,Pellizza da Volpedo,Neo-Impressionism,8
Divisionism,Salvador Dali,Surrealism,1
Divisionism,Tranquillo Cremona,Romanticism,1
Divisionism,Umberto Boccioni,Futurism,15
Divisionism,Vanessa Bell,Post-Impressionism,1
Divisionism,Willy Schlobach,Neo-Impressionism,1
Divisionism,Yasuo Kuniyoshi,Expressionism,1
Documentary photography,Alfred Freddy Krupa,New Ink Art,1
Documentary photography,Eugène Atget,Modernism,26
Documentary photography,Gherasim Luca,Surrealism,1
Documentary photography,Karl Blossfeldt,Modernism,119
Early Christian,Edward Burne-Jones,Romanticism,1
Early Renaissance,Ambrogio Bergognone,Early Renaissance,25
Early Renaissance,Andrea Mantegna,Early Renaissance,65
Early Renaissance,Andrea del Castagno,Early Renaissance,39
Early Renaissance,Andrea del Verrocchio,Early Renaissance,25
Early Renaissance,Antonello da Messina,Early Renaissance,32
Early Renaissance,Antoniazzo Romano,Early Renaissance,82
Early Renaissance,Antonio del Pollaiolo,Early Renaissance,20
Early Renaissance,Benozzo Gozzoli,Early Renaissance,145
Early Renaissance,Carlo Crivelli,Early Renaissance,90
Early Renaissance,Desiderio da Settignano,Early Renaissance,26
Early Renaissance,Domenico Ghirlandaio,Early Renaissance,104
Early Renaissance,Domenico Veneziano,Early Renaissance,15
Early Renaissance,Donatello,Early Renaissance,12
Early Renaissance,Filippino Lippi,Early Renaissance,17
Early Renaissance,Filippo Brunelleschi,Early Renaissance,13
Early Renaissance,Filippo Lippi,Early Renaissance,83
Early Renaissance,Fra Angelico,Early Renaissance,160
Early Renaissance,Francesco Botticini,Early Renaissance,32
Early Renaissance,Francesco del Cossa,Early Renaissance,95
Early Renaissance,Gentile Bellini,Early Renaissance,22
Early Renaissance,Giovanni Bellini,High Renaissance,45
Early Renaissance,Il Sassetta (Stefano di Giovanni),Early Renaissance,25
Early Renaissance,Jacopo Bellini,Early Renaissance,40
Early Renaissance,Konstantin Somov,Symbolism,1
Early Renaissance,Leon Battista Alberti,Early Renaissance,7
Early Renaissance,Leonardo da Vinci,High Renaissance,44
Early Renaissance,Lo Scheggia,Early Renaissance,54
Early Renaissance,Lorenzo Ghiberti,Early Renaissance,18
Early Renaissance,Lorenzo Monaco,Early Renaissance,10
Early Renaissance,Luca Signorelli,High Renaissance,29
Early Renaissance,Maria Blanchard,Cubism,1
Early Renaissance,Masaccio,Early Renaissance,21
Early Renaissance,Nuno Gonçalves,Early Renaissance,10
Early Renaissance,Paolo Uccello,Early Renaissance,66
Early Renaissance,Piero della Francesca,Early Renaissance,80
Early Renaissance,Piero di Cosimo,High Renaissance,1
Early Renaissance,Pietro Perugino,High Renaissance,52
Early Renaissance,Pinturicchio,High Renaissance,4
Early Renaissance,Pisanello,Gothic Art,15
Early Renaissance,Sandro Botticelli,Early Renaissance,97
Early Renaissance,Álvaro Pires de Évora,Gothic Art,7
Environmental (Land) Art,Alberto Carneiro,Environmental Art (Land art),12
Environmental (Land) Art,Alexander Calder,Kinetic art,1
Environmental (Land) Art,Alice Aycock,Post-Minimalism,2
Environmental (Land) Art,Anselm Kiefer,Neo-Expressionism,1
Environmental (Land) Art,Constantin Flondor,Abstract Art,4
Environmental (Land) Art,Dennis Oppenheim,Conceptual Art,5
Environmental (Land) Art,Franz Erhard Walther,Neo-Dada,1
Environmental (Land) Art,Gene Davis,Post-Painterly Abstraction,2
Environmental (Land) Art,George Segal,Pop Art,4
Environmental (Land) Art,Gian Maria Tosatti,Contemporary,1
Environmental (Land) Art,Giuseppe Penone,Arte Povera,14
Environmental (Land) Art,Herman de Vries,Conceptual Art,16
Environmental (Land) Art,James Turrell,Light and Space,33
Environmental (Land) Art,Karl Prantl,Post-Minimalism,10
Environmental (Land) Art,Luchita Hurtado,Magic Realism,1
Environmental (Land) Art,Marko Pogacnik,Pop Art,1
Environmental (Land) Art,Maya Lin,Post-Minimalism,5
Environmental (Land) Art,Michael Heizer,Minimalism,4
Environmental (Land) Art,Mierle Laderman Ukeles,Performance Art,1
Environmental (Land) Art,Nancy Holt,Environmental Art (Land art),5
Environmental (Land) Art,Nobuo Sekine,Post-Minimalism,1
Environmental (Land) Art,Richard Long,Environmental Art (Land art),6
Environmental (Land) Art,Robert Morris,Minimalism,2
Environmental (Land) Art,Robert Smithson,Environmental Art (Land art),9
Environmental (Land) Art,Walter De Maria,Minimalism,2
Environmental (Land) Art,Zahrah Al-Ghamdi,Post-Minimalism,2
Ero guro,Toshio Saeki,Ero guro,11
Excessivism,Ai Weiwei,Conceptual Art,3
Excessivism,Bram Bogart,Art Informel,4
Excessivism,Francis Bacon,Expressionism,1
Excessivism,Frank Auerbach,Expressionism,3
Existential Art,Alfred Freddy Krupa,New Ink Art,1
Existential Art,Germaine Richier,Existential Art,19
Existential Art,Giacomo Manzu,Realism,1
Existential Art,Jean Fautrier,Existential Art,8
Existential Art,Li Chevalier,Symbolism,1
Existential Art,Sami Gattoufi,Existential Art,6
Expressionism,Abidin Dino,Magic Realism,16
Expressionism,Abraham Manievich,Expressionism,18
Expressionism,Ad Reinhardt,Abstract Expressionism,7
Expressionism,Adolf Fleischmann,Op Art,2
Expressionism,Akseli Gallen-Kallela,Romanticism,6
Expressionism,Aladar Korosfoi-Kriesch,Art Nouveau,3
Expressionism,Alan Stephens Foster,Regionalism,1
Expressionism,Albert Bloch,Symbolism,51
Expressionism,Albert Huie,Post-Impressionism,5
Expressionism,Albert Tucker,Expressionism,4
Expressionism,Alberto Burri,Art Informel,2
Expressionism,Alberto Giacometti,Expressionism,17
Expressionism,Alberto Gironella,Surrealism,5
Expressionism,Alberto Magnelli,Abstract Art,5
Expressionism,Alberto Sughi,Expressionism,11
Expressionism,Alberto da Veiga Guignard,Modernism,48
Expressionism,Albin Egger-Lienz,Expressionism,71
Expressionism,Aldo Locatelli,Academic Art,13
Expressionism,Aldo Mondino,Pop Art,2
Expressionism,Alekos Kontopoulos,Social Realism,10
Expressionism,Alex Colville,Precisionism,2
Expressionism,Alexander Bazhbeuk-Melikyan,Expressionism,5
Expressionism,Alexander Bogen,Expressionism,15
Expressionism,Alexander Calder,Kinetic art,88
Expressionism,Alexander Khvostenko-Khvostov,Avant-garde,1
Expressionism,Alexandre Jacovleff,Neoclassicism,44
Expressionism,Alexej von Jawlensky,Expressionism,31
Expressionism,Alexis Gritchenko,Expressionism,23
Expressionism,Alfred Freddy Krupa,New Ink Art,29
Expressionism,Alfred Krupa,Expressionism,27
Expressionism,Alfredo Volpi,Modernismo,3
Expressionism,Alice Bailly,Post-Impressionism,6
Expressionism,Alice Neel,Expressionism,22
Expressionism,Alice Rahon,Abstract Expressionism,2
Expressionism,Alina Szapocznikow,Surrealism,6
Expressionism,Alla Horska,Socialist Realism,10
Expressionism,Allan Kaprow,Performance Art,4
Expressionism,Allan Randall Freelon,Harlem Renaissance (New Negro Movement),5
Expressionism,Amadeo de Souza-Cardoso,Expressionism,22
Expressionism,Amedeo Modigliani,Expressionism,346
Expressionism,Anatol Petrytsky,Avant-garde,3
Expressionism,Anatoli Papian,Expressionism,4
Expressionism,Andre Derain,Post-Impressionism,28
Expressionism,Andrey Allakhverdov,Expressionism,25
Expressionism,Andrzej Wróblewski,Expressionism,5
Expressionism,Anita Malfatti,Modernismo,8
Expressionism,Anselm Kiefer,Neo-Expressionism,5
Expressionism,Anton Heyboer,Minimalism,8
Expressionism,Anton Prinner,Cubism,17
Expressionism,Antoni Tapies,Art Informel,1
Expressionism,Antonietta Raphael,Expressionism,26
Expressionism,Antonio Carneiro,Realism,4
Expressionism,Ara Bekaryan,Realism,1
Expressionism,Armand Henrion,Realism,16
Expressionism,Arno Breker,Neoclassicism,2
Expressionism,Arthur Beecher Carles,Post-Impressionism,1
Expressionism,Arthur Dove,Abstract Art,11
Expressionism,Arthur Lismer,Expressionism,9
Expressionism,Arthur Segal,Expressionism,16
Expressionism,Arturo Souto,Expressionism,62
Expressionism,August Macke,Expressionism,76
Expressionism,Aurel Cojan,Art Informel,3
Expressionism,Avigdor Arikha,Expressionism,40
Expressionism,Babken Kolozyan,Expressionism,5
Expressionism,Bahman Mohasses,Expressionism,23
Expressionism,Balthus,Expressionism,79
Expressionism,Barnett Newman,Abstract Art,1
Expressionism,Barrington Watson,Social Realism,11
Expressionism,Basuki Abdullah,Realism,1
Expressionism,Beauford Delaney,Modernism,16
Expressionism,Bela Czobel,Post-Impressionism,7
Expressionism,Bela Kadar,Expressionism,9
Expressionism,Ben Shahn,Social Realism,18
Expressionism,Benny Andrews,Expressionism,42
Expressionism,Bernard Buffet,Expressionism,30
Expressionism,Bernardo Marques,Art Deco,8
Expressionism,Betty Parsons,Abstract Expressionism,2
Expressionism,Billy Childish,Stuckism,14
Expressionism,Boris Bućan,Op Art,6
Expressionism,Boris Grigoriev,Expressionism,35
Expressionism,Botong Francisco,Social Realism,2
Expressionism,Bruno Cassinari,Expressionism,4
Expressionism,Bruno Munari,Futurism,1
Expressionism,Bruno Schulz,Expressionism,30
Expressionism,Bui Xuan Phai,Expressionism,14
Expressionism,Burhan Dogancay,Pop Art,3
Expressionism,C. R. W. Nevinson,Cubism,62
Expressionism,Candido Portinari,Modernismo,36
Expressionism,Carl Holsøe,Expressionism,33
Expressionism,Carlo Carra,Futurism,9
Expressionism,Carlos Alonso,Social Realism,5
Expressionism,Carlos Botelho,Expressionism,19
Expressionism,Carlos Orozco Romero,Surrealism,7
Expressionism,Carlos Quizpez Asín,Cubism,9
Expressionism,Carlos Saenz de Tejada,Expressionism,23
Expressionism,Carmen Osés Hidalgo,Modernism,1
Expressionism,Chaim Soutine,Expressionism,101
Expressionism,Chang Dai-chien,Impressionism,1
Expressionism,Chaokun Wang,Contemporary,1
Expressionism,Charles Alston,Harlem Renaissance (New Negro Movement),2
Expressionism,Charles Cottet,Post-Impressionism,2
Expressionism,Charles Demuth,Precisionism,14
Expressionism,Charles E. Burchfield,Regionalism,2
Expressionism,Charles Garabedian,Contemporary Realism,1
Expressionism,Charles Maurin,Symbolism,3
Expressionism,Christian Attersee,Neo-Expressionism,1
Expressionism,Christian Boltanski,Conceptual Art,1
Expressionism,Christian Rohlfs,Expressionism,29
Expressionism,Christo Coetzee,Art Informel,3
Expressionism,Chronis Botsoglou,Expressionism,49
Expressionism,Claudio Castillo,Contemporary,10
Expressionism,Clyfford Still,Abstract Art,6
Expressionism,Constant Permeke,Expressionism,34
Expressionism,Constantin Blendea,Abstract Art,7
Expressionism,Constantin Brâncuși,Expressionism,18
Expressionism,Constantin Flondor,Abstract Art,12
Expressionism,Corneliu Baba,Post-Impressionism,23
Expressionism,Corneliu Michailescu,Cubism,10
Expressionism,Costas Niarchos,Expressionism,22
Expressionism,Cuno Amiet,Symbolism,14
Expressionism,Cyril Power,Expressionism,5
Expressionism,Damien Hirst,Conceptual Art,2
Expressionism,David Alfaro Siqueiros,Social Realism,20
Expressionism,David Bomberg,Cubism,8
Expressionism,David Kakabadze,Realism,30
Expressionism,David Michael Hinnebusch,Neo-Expressionism,7
Expressionism,Dimitris Mytaras,Expressionism,61
Expressionism,Ding Yanyong,Republic of China (1912–1949),41
Expressionism,Dmytro Kavsan,Outsider art (Art brut),4
Expressionism,Dobri Dobrev,Realism,2
Expressionism,Dora Boneva,Expressionism,7
Expressionism,Dorrit Black,Cubism,26
Expressionism,Dr. Atl,Expressionism,13
Expressionism,Ed Clark,Abstract Expressionism,2
Expressionism,Eduardo Arroyo,Pop Art,1
Expressionism,Edvard Munch,Symbolism,157
Expressionism,Edwin Dickinson,Expressionism,17
Expressionism,Egon Schiele,Expressionism,221
Expressionism,Elaine de Kooning,Abstract Expressionism,10
Expressionism,Elena Bontea,Expressionism,11
Expressionism,Eleonora Brigalda Barbas,Contemporary,1
Expressionism,Elmer Bischoff,Expressionism,23
Expressionism,Emil Filla,Expressionism,1
Expressionism,Emil Nolde,Expressionism,49
Expressionism,Endre Balint,Expressionism,12
Expressionism,Endre Bartos,Expressionism,35
Expressionism,Enrico Prampolini,Futurism,1
Expressionism,Erich Heckel,Expressionism,19
Expressionism,Erin Hanson,Expressionism,5
Expressionism,Ernst Ludwig Kirchner,Expressionism,374
Expressionism,Esteban Vicente,Abstract Art,3
Expressionism,Eugène Grasset,Art Nouveau,2
