artist,Nationality,PaintingSchool,ArtMovement,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,FirstYear,LastYear,Places,PlacesYears,StylesYears,StylesCount,PlacesCount,Contemporary,Type
Minangkabau,,,,,,,,,,,,,,,,,
Hwa Ja Götz (MfN),,,,,,,,,,,,,,,,,
Gautrait,,,,,,,,,,,,,,,,,
Creator Unknown,,,,,,,,,,,,,,,,,
David Webb,,,,,,,,,1965.0,1966.0,,,,,,No,
Maison Vever,,,,,,,,,,,Paris,,,,{Paris:4},,
Jean Schlumberger,,,,,,,,,,,,,,,,,
Alfredo Ravasco,,,,,,,,,,,,,,,,,
Hans Jakob Mair,,,,,,,,,,,,,,,,,
Marie Křivánková,,,,,,,,,1910.0,1912.0,,,,,,No,
Alexandre Félix (Fan Maker),,,,,,,,,,,,,,,,,
Francesco Giardoni,,,,,,,,,,,,,,,,,
Antonio Arrighi,,,,,,,,,,,,,,,,,
Theodor Fahrner,,,,,,,,,,,,,,,,,
Maria Semenova,,,,,,,,,,,Russia,,,,{Russia:3},,
Arthur Gaskin,,,,,,,,,,,,,,,,,
Novissimo,,,,,,,,,,,,,,,,,
Charles Robert Ashbee,,,,,,,,,1890.0,1905.0,,,,,,No,
Javanese,,,,,,,,,,,,,,,,,
Fisher,,,,,,,,,1917.0,1918.0,,,,,,No,
Alfred GILBERT,,,,,,,,,,,,,,,,,
Signed by Gnaios,,,,,,,,,,,,,,,,,
Wilson,,,,,,,,,,,,,,,,,
Gorham Manufacturing Company,,,,,,,,,1870.0,1918.0,"United States, Providence, Rhode Island","Providence:1894-1895,Rhode Island:1894-1895,United States:1894-1895",,,"{Providence:10},{Rhode Island:10},{United States:10}",No,
Wilhelm Lucas von Cranach,,,,,,,,,,,,,,,,,
V. Blanck,,,,,,,,,,,,,,,,,
Hanabusa Itchō|Kajikawa,,,,,,,,,,,,,,,,,
Jeremias Sibenbürger,,,,,,,,,,,,,,,,,
Elena Pistrucci,,,,,,,,,,,,,,,,,
Firm of John Brogden,,,,,,,,,,,,,,,,,
Benin,,,,,,,,,,,,,,,,,
Pichler,,,,,,,,,,,,,,,,,
Mal Magson,,,,,,,,,1984.0,1984.0,,,,,,,
Rosi,,,,,,,,,,,,,,,,,
Dioskourides,,,,,,,,,,,,,,,,,
Johann Melchior Dinglinger,,,,,,,,,,,,,,,,,
Haneza,,,,,,,,,,,"Seoul, Korea",,,,"{Seoul:93},{Korea:93}",,
Atlanta Novelty,,,,,,,,,,,,,,,,,
Salvatore Ferragamo for Salvatore Ferragamo S.p.A.,,,,,,,,,,,"Italy, Florence",,,,"{Florence:71},{Italy:77}",,
Begović,,,,,,,,,1970.0,1985.0,"Croatia, Zagreb","Croatia:1970-1985,Zagreb:1970-1985",,,"{Croatia:13},{Zagreb:13}",,
Chae Yong-sin,,,,,,,,,1850.0,1941.0,,,,,,No,
Pedro de Lima,,,,,,,,,,,"Spain, Madrid",,,,"{Madrid:1},{Spain:1}",,
Jin Hwan,,,,,,,,,1913.0,1942.0,,,,,,No,
RUBINA,,,,,,,,,1991.0,2017.0,,,,,,Yes,
Kim Gyu-jin,,,,,,,,,1868.0,1933.0,,,,,,No,
Yi Bul-hae,,,,,,,,,1529.0,1629.0,,,,,,No,
OH You kyeong,,,,,,,,,2006.0,2009.0,,,,,,Yes,
Goldberger Doll Manufacturing Co.,,,,,,,,,,,,,,,,,
Jung Tak-young,,,,,,,,,2009.0,2009.0,,,,,,Yes,
Ha,,,,,,,,,2002.0,2002.0,,,,,,Yes,
Comincini Flaviano and Franklin D. Roosevelt Presidential Library and Museum of the National Archives and Records Administration,,,,,,,,,,,Italy,,,,{Italy:2},,
정해조,,,,,,,,,,,,,,,,,
Twine,,,,,,,,,2013.0,2013.0,,,,,,Yes,
Thomas Seymour,,,,,,,,,,,"Boston, Massachusetts",,,,"{Boston:2},{Massachusetts:2}",,
John Harris,,,,,,,,,,,,,,,,,
Saint-Bertrand-de-Cominges group,,,,,,,,,,,,,,,,,
Maria Loboda,,,,,,,,,2013.0,2016.0,,,,,,Yes,
Wilhelm von Worms,,,,,,,,,1507.0,1507.0,,,,,,No,
Gabriel Sierra,,,,,,,,,,,,,,,,,
Mai-Thu Perret,,,,,,,,,2013.0,2013.0,,,,,,Yes,
Terry Adkins,,,,,,,,,1989.0,1992.0,United States,United States:1989-1989,,,{United States:3},,
Ashanti Men,,,,,,,,,,,Ghana,,,,{Ghana:11},,
G©rard Albouy,,,,,,,,,,,Paris,,,,{Paris:3},,
John Bates,,,,,,,,,,,,,,,,,
Herman en Koppen,,,,,,,,,,,,,,,,,
Biba,,,,,,,,,,,Italy,,,,{Italy:2},,
Anna Brokowska,,,,,,,,,,,"Milanowek, Lodz, Kalisz, Poland",,,,"{Poland:51},{Milanowek:3},{Lodz:43},{Kalisz:2}",,
Alexander McQueen for Alexander McQueen,,,,,,,,,,,"London, Italy, England",,,,"{Italy:10},{England:17},{London:3}",,
Virgil Marti,,,,,,,,,,,,,,,,,
Asante,,,,,,,,,1825.0,1960.0,,,,,,No,
Jo Copeland and John-Frederics,,,,,,,,,,,United States,,,,{United States:4},,
Possibly Akan,,,,,,,,,,,,,,,,,
Akan,,,,,,,,,1800.0,1978.0,,,,,,No,
Cristóbal Balenciaga for Balenciaga,,,,,,,,,,,"París, Balenciaga, San Sebastián, Paris, Spain, France, Madrid",,,,"{Balenciaga:1},{Paris:129},{San Sebastián:74},{Spain:83},{France:47},{Madrid:2},{París:2}",,
Joseph Whitehead,,,,,,,,,,,,,,,,,
Julien Binford and John-Frederics,,,,,,,,,,,,,,,,,
Robert Capucci,,,,,,,,,1983.0,1986.0,,,,,,,
Janet Inglis Hutchison Sykes,,,,,,,,,,,Britain,,,,{Britain:1},,
Michel Goma,,,,,,,,,1965.0,1965.0,,,,,,No,
Ya-Chu Kang,,,,,,,,,2015.0,2015.0,,,,,,Yes,
Franco Moschino for Moschino S.p.A.,,,,,,,,,,,"Italy, Milan",,,,"{Italy:4},{Milan:3}",,
Clare Potter,,,,,,,,,,,,,,,,,
Coco Chanel for Chanel,,,,,,,,,,,"France, Paris",,,,"{France:16},{Paris:8}",,
Jean Muir,,,,,,,,,,,"London, England, Britain, Scotland",,,,"{Britain:10},{Scotland:4},{England:2},{London:1}",,
Pat McDonagh,,,,,,,,,,,,,,,,,
Sylvia Pedlar,,,,,,,,,,,,,,,,,
Haider Ackermann for Atelier Haider Ackermann,,,,,,,,,,,,,,,,,
The Darnell Collection and Cotton Australia,,,,,,,,,,,"London, New Mexico, America, Germany, Melbourne, England, Israel, Albuquerque, New Zealand, Finland, Biddeford, Florida, Australia, Italy, Thailand, Maine, Philadelphia, Singapore, USA, Sydney, Philippines, France, India, Miami, Hong Kong",,,,"{Sydney:15},{Australia:54},{India:6},{England:17},{France:9},{Italy:9},{Philippines:4},{London:7},{Hong Kong:4},{Biddeford:3},{Maine:3},{USA:35},{America:1},{Finland:1},{Melbourne:1},{Albuquerque:2},{New Mexico:2},{Singapore:2},{Germany:1},{Philadelphia:4},{Miami:2},{Florida:2},{New Zealand:2},{Israel:2},{Thailand:1}",,
Bianca Mosca,,,,,,,,,,,"London, England",,,,"{London:2},{England:2}",,
Kunihiko Morinaga,,,,,,,,,,,"Paris, Tokyo, Japan, France",,,,"{Paris:1},{France:1},{Tokyo:8},{Japan:8}",,
Main Bocher for Mainbocher,,,,,,,,,,,USA,,,,{USA:3},,
Yves Saint Laurent for Yves Saint Laurent,,,,,,,,,,,"Paris, France",,,,"{Paris:71},{France:74}",,
unknwown,,,,,,,,,,,,,,,,,
Elsa Schiaparelli for House of Schiaparelli,,,,,,,,,,,"Paris, London, France",,,,"{Paris:16},{France:5},{London:2}",,
Tom Ford for Gucci,,,,,,,,,,,,,,,,,
Valentina,,,,,,,,,,,,,,,,,
Maruzella & Co. Japan,,,,,,,,,1960.0,1960.0,,,,,,No,
Martin Margiela for Cotton On Group,,,,,,,,,,,,,,,,,
Standing Rock Sioux Tribe of North & South Dakota,,,,,,,,,,,,,,,,,
Antonio Battaglia Fabbricatore de Saltery,,,,,,,,,,,,,,,,,
Meister des Albrechtsaltars,,,,,,,,,1435.0,1440.0,,,,,,No,
Probably Rasmus Kårmoviken,,,,,,,,,,,,,,,,,
Unknown/Neznan,,,,,,,,,,,,,,,,,
German 15th Century (Augsburg),,,,,,,,,,,,,,,,,
German 15th Century,,,,,,,,,,,,,,,,,
Franz Xaver Triner,,,,,,,,,,,,,,,,,
A.O. Smith Company,,,,,,,,,,,,,,,,,
China,,,,,,,,,,,China,,,,{China:4},,
Anne Allen after Jean-Baptiste Pillement,,,,,,,,,,,,,,,,,
Artist: Nin’ami Dohachi,,,,,,,,,,,,,,{Kyoto ware:4},,,
Artist: Attributed to Takemoto Hayata,,,,,,,,,,,,,,,,,
Les ateliers de Malaga et de Valence,,,,,,,,,,,,,,,,,
Hwang,,,,,,,,,1934.0,1989.0,,,,,,,
Alessandro Zuek Simonetti,,,,,,,,,2006.0,2006.0,,,,,,Yes,
Brewster & Co.,,,,,,,,,,,,,,,,,
Merle Greene Robertson,,,,,,,,,,,,,,,,,
Paolo Pozzo,,,,,,,,,1780.0,1780.0,,,,,,No,
Insane Park,,,,,,,,,2011.0,2014.0,,,,,,Yes,
Georgene Novelties,,,,,,,,,,,,,,,,,
Stickman Stew,,,,,,,,,,,,,,,,,
Peter Puppet Playthings,,,,,,,,,,,,,,,,,
Determined Productions,,,,,,,,,,,,,,,,,
Sohee CHO,,,,,,,,,,,,,,,,,
Simon Simple Originals,,,,,,,,,,,,,,,,,
Design Farm,,,,,,,,,,,,,,,,,
Eden,,,,,,,,,,,,,,,,,
Alexander Doll Co.,,,,,,,,,,,,,,,,,
Fisher-Price Toys,,,,,,,,,,,,,,,,,
Simon & Halbig,,,,,,,,,,,,,,,,,
Arto Monaco,,,,,,,,,,,,,,,,,
Pomo,,,,,,,,,,,,,,,,,
Creative Art Activities,,,,,,,,,,,,,,,,,
Kurt S. Adler,,,,,,,,,,,,,,,,,
Eden Toys,,,,,,,,,,,,,,,,,
Crown Publishers,,,,,,,,,,,,,,,,,
MerryMakers,,,,,,,,,,,,,,,,,
Kim Ji-Eun,,,,,,,,,,,,,,,,,
Giuseppe Gori,,,,,,,,,,,,,,,,,
Coleco Industries,,,,,,,,,,,,,,,,,
Bobbs-Merrill Company,,,,,,,,,,,,,,,,,
Applause,,,,,,,,,,,,,,,,,
Mattel,,,,,,,,,,,,,,,,,
Seo Hae-Geun,,,,,,,,,,,,,,,,,
Kim Soon-Im,,,,,,,,,,,,,,,,,
R. Dakin & Co.,,,,,,,,,,,,,,,,,
Bissardon and Bony,,,,,,,,,,,,,,,,,
Lucy C. Huntington,,,,,,,,,,,,,,,,,
Ann (Nancy) Elliott Grigg,,,,,,,,,,,,,,,,,
Catharine Woolsey,,,,,,,,,,,,,,,,,
Margret Barber,,,,,,,,,,,,,,,,,
Johann Schott|Hans Wechtlin|Ulrich Pinder|Unidentified Weaver's Mark|Unidentified Weaver's Mark,,,,,,,,,,,,,,,,,
Chalopin,,,,,,,,,,,,,,,,,
Marie Paule,,,,,,,,,1964.0,1965.0,,,,,,No,
Malay people,,,,,,,,,,,,,,,,,
Peter I de Grote (tsaar van Rusland),,,,,,,,,,,,,,,,,
Haneza for Haneza Co.,,,,,,,,,,,"Seoul, Korea",,,,"{Seoul:4},{Korea:4}",,
Ateljé Nanna Bagge,,,,,,,,,,,"Sweden, Stockholm",,,,"{Stockholm:7},{Sweden:7}",,
English,,,,,,,,,1600.0,1935.0,,,,,,No,
Island Spinning Mill,,,,,,,,,,,UK,,,,{UK:4},,
Grammatiko,,,,,,,,,,,,,,,,,
Nicolo Bovi,,,,,,,,,1744.0,1749.0,,,,,,No,
Chimú - Inca Culture (?),,,,,,,,,,,,,,,,,
Michel Semen (propably),,,,,,,,,,,"Germany, Oldenburg",,,,"{Oldenburg:8},{Germany:8}",,
Sao Saing,,,,,,,,,2003.0,2003.0,,,,,,Yes,
Maribel Binimelis,,,,,,,,,,,,,,,,,
Chen Yufan and Chen Yujun,,,,,,,,,2012.0,2012.0,,,,,,Yes,
Afa Ah Loo,,,,,,,,,,,"London, United Kingdom",,,,"{London:1},{United Kingdom:1}",,
Na Forrer,,,,,,,,,,,"London, United Kingdom",,,,"{London:9},{United Kingdom:9}",,
J & J Jourdain,,,,,,,,,,,,,,,,,
Melnotte,,,,,,,,,,,,,,,,,
Ashmina Ranjit,,,,,,,,,2000.0,2000.0,,,,,,Yes,
Chimú Artisan,,,,,,,,,,,,,,,,,
Chimú,,,,,,,,,1000.0,1470.0,,,,,,No,
Pierre Balmain for Balmain,,,,,,,,,,,"Paris, France",,,,"{Paris:83},{France:88}",,
Liberty & Co. Ltd.,,,,,,,,,,,,,,,,,
Abimbola Omotoyosi Ipaye,,,,,,,,,,,"Nigeria, Lagos",,,,"{Lagos:32},{Nigeria:32}",,
Antoine Watteau|François Boucher,,,,,,,,,,,,,,,,,
Louis Delanois,,,,,,,,,,,,,,,,,
Jean Baptiste Boulard,,,,,,,,,,,,,,,,,
John Shaw Brown,,,,,,,,,,,"Belfast, UK",,,,"{Belfast:1},{UK:1}",,
Rafael Masó,,,,,,,,,1905.0,1920.0,,,,,,No,
Ralph Rucci for Chado Ralph Rucci,,,,,,,,,,,USA,,,,{USA:78},,
G. Tarington,,,,,,,,,,,,,,,,,
Adolfo,,,,,,,,,1955.0,1956.0,"N.Y., New York",,,,"{New York:8},{N.Y.:8}",No,
Garthwaite,,,,,,,,,,,,,,,,,
After Phlippe de Lasalle,,,,,,,,,,,,,,,,,
Marguery Bolhagen,,,,,,,,,,,,,,,,,
Gresham,,,,,,,,,,,,,,,,,
Daniel Trotter,,,,,,,,,,,,,,,,,
A. W. Pugin,,,,,,,,,,,,,,,,,
Comper,,,,,,,,,,,,,,,,,
John McCollum,,,,,,,,,,,,,,,,,
After James Lehman,,,,,,,,,,,,,,,,,
Callot Soeurs,,,,,,,,,1908.0,1930.0,,,,,,No,
Othlon of Regensburg,,,,,,,,,,,,,,,,,
Maggy Rouff,,,,,,,,,,,,,,,,,
Ernest F. Hagen Furniture and Antiques,,,,,,,,,,,"USA, New York",,,,"{New York:4},{USA:2}",,
Rothmayer,,,,,,,,,1883.0,1883.0,"Vienna, Austria","Austria:1883-1883,Vienna:1883-1883",,,"{Austria:4},{Vienna:4}",No,
Jacques Costet,,,,,,,,,,,France,,,,{France:4},,
James Leman,,,,,,,,,,,,,,,,,
Balogh,,,,,,,,,1985.0,1985.0,"Croatia, Zagreb","Croatia:1985-1985,Zagreb:1985-1985",,,"{Croatia:3},{Zagreb:3}",,
Guccio Gucci for Gucci,,,,,,,,,,,,,,,,,
John Henry Belter,,,,,,,,,1850.0,1860.0,,,,,,No,
Insane Park (b.1980,,,,,,,,,2015.0,2015.0,,,,,,Yes,
Otto Wagner,,,,,,,,,,,,,,,,,
Tingqua (Guan Lianchang) ?,,,,,,,,,,,,,,,,,
Bloch,,,,,,,,,,,,,,,,,
Park Han Saem,,,,,,,,,2009.0,2014.0,,,,,,Yes,
박생광,,,,,,,,,,,,,,,,,
Mun Bong-seon,,,,,,,,,2005.0,2009.0,,,,,,Yes,
WU Shanzhuan,,,,,,,,,1993.0,1993.0,,,,,,,
Xiao Lu,,,,,,,,,2016.0,2016.0,,,,,,Yes,
Gregorio Botta,,,,,,,,,1953.0,2015.0,,,,,,Yes,
South Netherlandish 15th Century,,,,,,,,,,,,,,,,,
William Till,,,,,,,,,,,,,,,,,
egyptian artist,,,,,,,,,,,,,,,,,
Josep Biosca Biosca,,,,,,,,,,,,,,,,,
Gandharan region,,,,,,,,,,,,,,,,,
Neil Greentree,,,,,,,,,,,,,,,,,
Josep Maria Camps i Arnau (sculptor) Joan Rubió i Bellver (architect),,,,,,,,,,,,,,,,,
attributed to Willem van den Broecke,,,,,,,,,,,Antwerp,,,,{Antwerp:1},,
Isaac Tissenaken,,,,,,,,,,,,,,,,,
circle of Louis van Bodeghem,,,,,,,,,,,,,,,,,
Jaroslav Gaňa,,,,,,,,,1991.0,1991.0,,,,,,,
Iván Gómez Aparicio,,,,,,,,,,,,,,,,,
Dorothy Cross,,,,,,,,,2014.0,2014.0,,,,,,Yes,
Bernat Saulet,,,,,,,,,,,"Spain, Abadesses",,,{Gothic:3},"{Abadesses:3},{Spain:3}",,
Amsterdam School,,,,,,,,,,,,,,,,,
Lakota,,,,,,,,,,,,,,,,,
Baulé,,,,,,,,,1850.0,1950.0,,,,,,No,
Unen Enkh,,,,,,,,,,,,,,,,,
KING'S YARD HOBART,,,,,,,,,,,,,,,,,
Brewster & Co.|Herman Stahmer,,,,,,,,,,,,,,,,,
Johann Georg Christoph Fries|Angelo Quaglio,,,,,,,,,,,,,,,,,
Carl Ludwig Frommel,,,,,,,,,,,,,,,,,
Ruth Whittier Shute|Samuel Addison Shute,,,,,,,,,,,,,,,,,
William Stephen Coleman,,,,,,,,,,,,,,,,,
Brewster & Co.|Paul Rodissart,,,,,,,,,,,,,,,,,
George Barret,,,,,,,,,,,,,,,,,
Brewster & Co.|Channing Britton,,,,,,,,,,,,,,,,,
Brice Thomas|François Delarue,,,,,,,,,,,,,,,,,
Brewster & Co.|B. Weyers,,,,,,,,,,,,,,,,,
Herman Saftleven II,,,,,,,,,,,,,,,,,
Brewster & Co.|John W. Britton,,,,,,,,,,,,,,,,,
Jean Nicolas Servandoni,,,,,,,,,,,,,,,,,
Johann Jakob Walther,,,,,,,,,,,,,,,,,
Henry François Farny,,,,,,,,,,,,,,,,,
James M. Sommerville|Christian Schussele,,,,,,,,,,,,,,,,,
Brewster & Co.|J. C. Cooper,,,,,,,,,,,,,,,,,
John C. Parker & Co.,,,,,,,,,,,,,,,,,
William John Hennessy,,,,,,,,,,,,,,,,,
Brewster & Co.|B. Wegers,,,,,,,,,,,,,,,,,
Thomas Girtin (British,,,,,,,,,,,Britain,,,,{Britain:3},,
Friedrich Salathé,,,,,,,,,,,,,,,,,
William Payne,,,,,,,,,,,,,,,,,
George Howard,,,,,,,,,,,,,,,,,
Robert Auchmuty Sproule,,,,,,,,,1830.0,1830.0,,,,,,No,
Pierre Joseph Redouté,,,,,,,,,,,,,,,,,
Adolphe Jean Baptiste Bayot,,,,,,,,,1851.0,1851.0,,,,,,No,
Ferdinand Le Feubure,,,,,,,,,,,,,,,,,
William Wyld,,,,,,,,,,,,,,,,,
Dr. Ismail Mohammad Khatri,,,,,,,,,2000.0,2014.0,,,,,,Yes,
Arthur Bartholomew,,,,,,,,,1885.0,1885.0,,,,,,No,
Mary Malvina Cook Taft,,,,,,,,,,,,,,,,,
Jeanne Lanvin for Lanvin,,,,,,,,,,,"Paris, France",,,,"{Paris:19},{France:22}",,
Cosimo Paternostro; Francesco Giuliani,,,,,,,,,1744.0,1749.0,,,,,,No,
Riette Sturge Moore © RSC,,,,,,,,,,,"Warwickshire, England",,,,"{Warwickshire:16},{England:16}",,
Eunice Lincoln,,,,,,,,,1794.0,1794.0,,,,,,No,
Burberry,,,,,,,,,,,"London, United Kingdom",,,,"{London:4},{United Kingdom:4}",,
Esther Traugot,,,,,,,,,,,,,,,,,
Unknown artisan,,,,,,,,,,,"Argentina, Cuyo, Jujuy, Chile, Formosa",,,,"{Argentina:40},{Jujuy:2},{Cuyo:2},{Chile:2},{Formosa:1}",,
Sienna Martz,,,,,,,,,,,,,,,,,
Truong Tan,,,,,,,,,,,,,,,,,
Manish Arora,,,,,,,,,,,,,,,,,
Late 1860s,,,,,,,,,,,,,,,,,
Colin Boyd,,,,,,,,,,,,,,,,,
Lucile,,,,,,,,,,,,,,,,,
Jaeger,,,,,,,,,,,,,,,,,
Hase,,,,,,,,,,,,,,,,,
Edlin,,,,,,,,,,,,,,,,,
Min Thein Sung,,,,,,,,,,,,,,,,,
Hubert de Givenchy for Givenchy,,,,,,,,,,,"Paris, France",,,,"{Paris:7},{France:13}",,
Hopi,,,,,,,,,1900.0,1940.0,,,,,,No,
Shin,,,,,,,,,1974.0,1999.0,,,,,,,
Armedieval,,,,,,,,,2007.0,2016.0,,,,,,Yes,
Unchalee Anantawat,,,,,,,,,,,,,,,,,
Mária Rudavská,,,,,,,,,1983.0,2009.0,,,,,,Yes,
Gladman & Womack,,,,,,,,,,,,,,,,,
Lester,,,,,,,,,,,,,,,,,
Haines,,,,,,,,,,,,,,,,,
Zuni,,,,,,,,,1880.0,1944.0,,,,,,No,
Akane Ueno,,,,,,,,,,,"Japan, Tokyo",,,,"{Tokyo:3},{Japan:3}",,
Philippa Aggark,,,,,,,,,2015.0,2015.0,,,,,,Yes,
Brown & Co,,,,,,,,,,,,,,,,,
Filthy Luker,,,,,,,,,2013.0,2013.0,,,,,,Yes,
Ecuador,,,,,,,,,,,,,,,,,
Peter Haimerl,,,{Contemporary Art:3},,,,,,2015.0,2015.0,Germany,Germany:2015-2015,,,{Germany:3},Yes,
Culture dell'area andina centrale (Junin),,,,,,,,,,,,,,,,,
Latham,,,,,,,,,,,,,,,,,
Fritz Rau,,,,,,,,,,,,,,,,,
Inca Artisans,,,,,,,,,,,,,,,,,
Bamun or Bamileke,,,,,,,,,,,,,,,,,
Roussel,,,,,,,,,,,,,,,,,
Burano Lace School,,,,,,,,,,,,,,,,,
Château du Clos Lucé / Alain Bentejac according to Leonardo da Vinci,,,,,,,,,2004.0,2016.0,,,,,,Yes,
Cunliffe,,,,,,,,,,,,,,,,,
Carlos Botelho,Portuguese,,"{Expressionism,Modernismo:19}",,,,,,1929.0,1969.0,,,Expressionism:1929-1969,{Expressionism:19},,No,
Oyo peoples,,,,,,,,,,,,,,,,,
Soeung Vannara,,,,,,,,,2001.0,2001.0,,,,,,Yes,
Talpur Mir dynasty (1783-1843),,,,,,,,,,,,,,,,,
Byung Sun Min,,,,,,,,,,,,,,,,,
Luís Filipe de Abreu,,,,,,,,,,,,,,,,,
Jon Eric Riis,,,,,,,,,2005.0,2006.0,,,,,,Yes,
Paracas Artisans,,,,,,,,,,,Paracas,,,,{Paracas:31},,
Northern Tsistsistas (Cheyenne),,,,,,,,,,,,,,,,,
Magda SAYEG,,,,,,,,,2012.0,2012.0,,,,,,Yes,
Guilio Romano,,,,,,,,,,,,,,,,,
Emilio Schuberth,,,,,,,,,,,Italy,,,,{Italy:3},,
Mary Johnson,,,,,,,,,1920.0,1929.0,,,,,,No,
Cheyenne,,,,,,,,,,,,,,,,,
Punjab region,,,,,,,,,,,,,,,,,
Katie Stout,,,,,,,,,,,,,,,,,
Siguas,,,,,,,,,,,,,,,,,
Anita Monrós,,,,,,,,,,,"Spain, Barcelona",,,,"{Barcelona:7},{Spain:7}",,
Sra. Rosa Alexandrina de Lima,,,,,,,,,,,Brazil,,,,{Brazil:10},,
Xu,,,,,,,,,,,,,,,,,
Unknown artist,,,,,,,,,,,,,,,,,
Chavin Artisans,,,,,,,,,,,,,,,,,
Diné (Navajo),,,,,,,,,1875.0,1875.0,,,,,,No,
Leconte (Madame),,,,,,,,,,,,,,,,,
Anishinaabe (Chippewa,,,,,,,,,,,,,,,,,
Unknown and Franklin D. Roosevelt Presidential Library and Museum of the National Archives and Records Administration,,,,,,,,,,,"Honolulu, Ossining, Hawaii, New York",,,,"{Honolulu:2},{Hawaii:2},{Ossining:2},{New York:2}",,
Sulaiman Haji Esa,,,,,,,,,1983.0,1983.0,,,,,,,
Craftex Mills,,,,,,,,,,,,,,,,,
Nasca artisans,,,,,,,,,,,,,,,,,
Inital Period weabers,,,,,,,,,,,Huarmey,,,,{Huarmey:4},,
Caterina Cantoni (?),,,,,,,,,,,,,,,,,
Tsui Hui Yu,,,,,,,,,2011.0,2011.0,,,,,,Yes,
Wari Artisans,,,,,,,,,,,Huayuri,,,,{Huayuri:4},,
The Orinoka Mills,,,,,,,,,1925.0,1935.0,,,,,,No,
Knickerbocker Toy Company,,,,,,,,,,,,,,,,,
Franklin D. Roosevelt Presidential Library and Museum of the National Archives and Records Administration,,,,,,,,,1700.0,1959.0,,,,,,No,
Manisha Parekh,,,,,,,,,2011.0,2011.0,,,,,,Yes,
Lakota (Sioux),,,,,,,,,1890.0,1900.0,,,,,,No,
Chancay Textilemaker,,,,,,,,,,,"Lauri, Lima, Chancay",,,,"{Lauri:4},{Chancay:4},{Lima:12}",,
Chancay Artisans,,,,,,,,,,,"Lauri, Lima, Chancay",,,,"{Lauri:4},{Chancay:4},{Lima:10}",,
Potawatomi peoples,,,,,,,,,,,,,,,,,
Nasca artisan,,,,,,,,,,,Lima,,,,{Lima:3},,
Yu Seon Hee,,,,,,,,,2013.0,2013.0,"Seoul, Korea",,,,"{Seoul:1},{Korea:1}",Yes,
Delia “Dee” Dominguez,,,,,,,,,1999.0,1999.0,,,,,,,
Miccosukee,,,,,,,,,2010.0,2010.0,,,,,,Yes,
Andreea Druga,,,,,,,,,2014.0,2014.0,,,,,,Yes,
Lou Lambert,,,,,,,,,2014.0,2014.0,,,,,,Yes,
Cave Urban,,,,,,,,,2014.0,2014.0,,,,,,Yes,
Chang ,,,,,,,,,2011.0,2011.0,,,,,,Yes,
Annette Thas,,,,,,,,,2015.0,2015.0,,,,,,Yes,
Jan van Roome,,,,,,,,,,,"Belgium, Brussels",,,,"{Brussels:6},{Belgium:6}",,
Diquis,,,,,,,,,,,,,,,,,
Atlantic Watershed,,,,,,,,,1100.0,1100.0,,,,,,No,
Gisèle Freund,,,,,,,,,1951.0,1951.0,,,,,,No,
John M. Kinnaird,,,,,,,,,1924.0,1930.0,,,,,,No,
Captain George E. Mack,,,,,,,,,1920.0,1920.0,,,,,,No,
William McFarlane Notman,,,,,,,,,1866.0,1901.0,,,,,,No,
Wm. Notman & Son,,,,,,,,,1884.0,1935.0,,,,,,No,
Adrien-Faizelot Delorme,,,,,,,,,,,,,,,,,
Roger Vandercruse,,,,,,,,,,,,,,,,,
Christophe Wolff,,,,,,,,,,,,,,,,,
Jean-Baptiste I. Tuart,,,,,,,,,,,,,,,,,
Léonard Boudin,,,,,,,,,,,,,,,,,
Guillaume Benneman|Gilles-François Martin|Étienne-Jean Forestier|Bardin|Tournay|Pierre-Auguste Forestier|Michaud|Louis Simon Boizot|Pierre Philippe Thomire|Galle|Jean Hauré,,,,,,,,,,,,,,,,,
Duncan Phyfe (possibly),,,,,,,,,,,,,,,,,
Agnes Pitman,,,,,,,,,,,"Ohio, Cincinnati, United States",,,,"{Cincinnati:4},{Ohio:4},{United States:4}",,
Benjamin Henry Latrobe,,,,,,,,,,,,,,,,,
Case by Nicolas Petit,,,,,,,,,1775.0,1775.0,,,,,,No,
Thomas Natt,,,,,,,,,1825.0,1835.0,,,,,,No,
Thomas Gross,,,,,,,,,,,"United States, Philadelphia, Pennsylvania",,,,"{Philadelphia:2},{Pennsylvania:2},{United States:2}",,
Ebenezer Tracy,,,,,,,,,1770.0,1803.0,,,,,,No,
Stammer & Breul,,,,,,,,,,,,,,,,,
Martin Carlin,,,,,,,,,1760.0,1780.0,"Paris, France","Paris:1780-1780,France:1780-1780",,,"{Paris:5},{France:5}",No,
Catherine Peachey,,,,,,,,,,,"Ohio, Cincinnati, United States",,,,"{Cincinnati:2},{Ohio:2},{United States:2}",,
Joseph Baumhauer,,,,,,,,,1765.0,1770.0,"Paris, France","Paris:1765-1770,France:1765-1770",,,"{Paris:3},{France:3}",No,
Attributed to Joseph Meeks & Sons,,,,,,,,,1825.0,1835.0,,,,,,No,
Jean-François Oeben (French,,,,,,,,,,,"Paris, France",,,,"{Paris:2},{France:2}",,
Duncan Phyfe,,,,,,,,,,,New York,,,,{New York:6},,
Roger Vandercruse Lacroix,,,,,,,,,1765.0,1765.0,"Paris, France","Paris:1765-1765,France:1765-1765",,,"{Paris:2},{France:2}",No,
Christian Seltzer,,,,,,,,,,,,,,,,,
